mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,emotion,actor_id,file
-305.50153,26.419783,-51.96295,-13.692928,-30.413288,-26.26057,-14.58165,-25.498873,-20.203276,-14.832952,-18.951038,-7.5708013,-22.701859,3.4236646,-0.004616517,9.143027,19.209246,25.483612,14.638535,13.762213,-0.8622267,-8.935965,-4.751561,-1.6073254,-6.640941,-9.6083145,-6.312895,-7.212553,-6.2007537,-3.6159413,0.5730029,7.0427833,-2.1100144,1.9158664,2.321237,3.4395063,-4.554567,6.7080407,7.516277,0.9600495,fearful,02,03-01-06-02-02-01-02.wav
-344.15665,35.991016,-44.430084,-11.457362,-25.50168,-20.525208,-22.496418,-27.859436,-15.295854,-8.745573,-18.06041,-1.7060204,-19.254112,2.6872654,2.020922,16.632523,26.20786,24.796915,13.972015,9.962361,2.3793812,-3.6953506,-1.3141657,-4.168199,-9.057192,-8.5344095,-1.3074099,-6.6156645,-4.427276,-3.7313805,2.6829393,7.8926177,-1.960113,0.20586759,4.083518,5.420207,-1.5931697,6.496555,5.739939,3.7429569,fearful,02,03-01-06-02-02-02-02.wav
-448.64255,91.67574,-26.480274,14.205305,-20.539993,-3.611772,-18.859707,-23.270006,-10.889918,-7.278193,-11.96227,-2.1986818,-13.141421,2.3623567,-12.304472,-6.6313343,-7.886133,-5.001384,-11.167873,-3.495167,-9.07731,-5.3273935,-7.151417,0.6863335,-3.2935,-0.6752694,0.55914384,-0.3008408,-0.3621304,0.42391673,2.6709485,6.611496,8.357659,9.88774,5.501859,5.2395506,-0.9584771,2.6237912,0.81847537,6.014644,disgust,02,03-01-07-01-01-01-02.wav
-453.67548,99.552605,-28.747087,15.423443,-22.561756,-4.127123,-14.477332,-22.842005,-14.681672,-5.129038,-14.80516,-4.240235,-16.033787,-1.1731002,-9.463012,-10.416034,-5.659738,-4.111618,-12.17127,-6.2081394,-7.0476055,-6.6611595,-9.706564,-4.030516,-6.960031,-4.358383,-2.1320171,-0.08779559,1.3636482,3.7217386,-1.7230005,5.461276,-0.0794309,6.645667,4.535096,8.877678,3.5505886,3.8935294,-0.06584849,3.9494991,disgust,02,03-01-07-01-01-02-02.wav
-440.27026,89.952065,-19.711975,6.245673,-13.051135,-9.525841,-16.635704,-25.188768,-14.370392,-2.6090856,-17.016989,-2.2176738,-17.987041,-3.4890275,-11.160847,-11.955974,-3.2679462,-8.212938,-10.98947,-5.8010454,-7.160241,-11.489889,-9.816824,-4.1718893,-13.4105835,-6.946855,-7.1522875,-1.0282246,3.8832989,8.515755,8.111763,9.981527,3.0279305,3.9138973,-1.0618718,3.5587401,0.31759733,7.23952,6.100892,7.3673906,disgust,02,03-01-07-01-02-01-02.wav
-434.18887,88.98716,-32.04946,9.003306,-19.07414,-14.970583,-21.100378,-30.42471,-10.661423,-2.1998277,-19.885424,-1.5758867,-20.447006,-5.4851437,-11.66327,-9.470516,-4.1891193,-9.398698,-10.672188,-6.7496734,-6.743576,-11.434459,-7.9001765,-3.1469991,-12.513857,-3.3887107,-5.6575675,0.86991507,3.334842,6.992987,6.1845126,10.583518,7.067756,8.281977,3.9169724,6.4041767,3.9470024,9.636629,8.432171,7.681302,disgust,02,03-01-07-01-02-02-02.wav
-402.62845,84.121666,-33.457745,7.450711,-26.310568,-10.32055,-15.639722,-26.947443,-13.702348,-3.1641173,-16.777084,-6.9697227,-16.12044,-1.9871606,-13.960843,-10.177666,-6.5361786,-7.017859,-10.277313,-6.461084,-7.2501855,-7.2629905,-8.239329,-2.7909968,-4.883003,-0.9424241,0.7400537,3.2850924,6.6846414,6.802397,1.598389,7.5581994,3.1032915,5.9032645,2.210184,3.0215828,-1.7660015,0.4730432,-1.2883128,4.1931944,disgust,02,03-01-07-02-01-01-02.wav
-409.98132,83.53163,-23.531288,7.3145065,-23.690592,-6.356432,-10.659122,-21.99149,-13.22361,-2.3459046,-11.263814,-5.085959,-14.58132,-1.33157,-13.206579,-10.272409,-6.9969144,-6.8108277,-9.669269,-5.348387,-4.4525523,-6.798813,-6.0831213,-1.085389,0.24440643,3.8044987,5.8193426,6.2483964,5.246299,6.610085,1.60426,7.0250916,2.7387965,3.4840796,-0.9936641,1.7826742,-0.98329145,1.930904,-1.0866449,0.08188885,disgust,02,03-01-07-02-01-02-02.wav
-389.45184,80.10023,-27.450304,1.4548172,-23.15853,-12.692624,-24.56711,-28.707253,-12.730182,-6.1666636,-20.789108,0.89876825,-18.618446,-6.8812037,-10.113026,-12.1097555,-4.77239,-7.653355,-12.126352,-9.05699,-6.5772953,-13.183434,-7.2672772,-3.4481542,-8.63825,5.2532372,4.6699114,12.340744,8.819537,8.8607855,4.668028,6.982001,7.0086207,10.397415,5.0396156,3.2924063,0.41074654,0.42936462,0.634531,3.1213126,disgust,02,03-01-07-02-02-01-02.wav
-392.23196,77.05136,-26.312595,0.5093514,-23.24197,-12.504663,-19.3297,-24.70721,-13.051618,-3.0607574,-17.722998,-0.0058455383,-18.507814,-3.6143987,-8.957379,-11.921919,-1.5724635,-7.6305914,-12.136474,-6.343912,-8.73378,-7.5562477,-7.582207,-3.3412886,-7.874668,0.1114699,3.0804293,6.661496,7.28468,11.460446,8.765563,14.66985,7.6751466,8.462161,2.4951248,2.6760736,1.825223,3.603214,0.22425745,1.8539834,disgust,02,03-01-07-02-02-02-02.wav
-355.65714,77.702835,-33.920662,9.463621,-21.605207,-18.781218,-6.658431,-15.173652,-11.984303,-11.529574,-10.308147,-10.6041155,-11.6513605,0.5722648,-6.0291395,1.9768925,-2.8653889,-1.1058952,-3.2961552,3.6330311,0.465783,-1.192694,-4.497094,-1.4942833,-0.010776384,3.644273,6.5865674,5.518803,6.658352,10.024042,6.072877,6.3546257,-0.92931885,4.29618,1.9511371,7.381102,0.10572445,3.5540202,1.2029966,2.2121813,surprised,02,03-01-08-01-01-01-02.wav
-382.9881,86.13099,-41.796627,7.3259425,-17.696987,-15.984692,-8.777232,-18.38193,-14.764673,-12.089593,-14.458245,-5.9274936,-12.355687,1.4208622,-5.9270606,-2.2108128,-5.342033,-2.7373054,-5.5466986,2.2890372,0.46853837,-2.120402,-4.4716096,-6.029928,-3.5568676,0.89201856,5.1170077,5.613039,4.5433545,5.001414,3.1168938,6.332959,2.5239205,4.3169966,2.5059748,4.462612,-1.7692926,0.23435538,1.052105,6.1846066,surprised,02,03-01-08-01-01-02-02.wav
-374.36728,83.26942,-35.288742,3.0078595,-22.986107,-19.555418,-11.215535,-25.224974,-13.047279,-11.355284,-17.728903,-7.1959534,-20.209572,3.3309274,-9.533368,-3.4619668,-1.3024148,-5.8968344,-7.485906,-0.16247475,-2.5773256,-3.0288048,-0.41906413,-2.5401826,-1.8531919,-2.505886,-0.40523556,0.8817396,1.3258883,8.566432,7.59431,10.470011,2.4969773,2.3627625,1.4677956,3.4854481,-1.5042083,1.9990965,1.4841636,2.3596578,surprised,02,03-01-08-01-02-01-02.wav
-362.474,80.41015,-38.2542,3.7460723,-22.688652,-23.543453,-15.496598,-24.19464,-16.747038,-14.2123785,-18.069548,-8.957459,-16.72965,5.6726766,-5.689404,-1.4341913,-5.4833417,-8.878085,-8.484521,0.40247214,0.42588267,-2.1818922,-2.1841066,-0.21531376,0.96093655,1.5716925,4.1294265,7.9191256,6.3282385,8.021805,0.99384505,6.534962,-1.0997097,0.7805042,0.10191505,4.364679,-2.5771728,-0.13883954,1.1003203,5.505028,surprised,02,03-01-08-01-02-02-02.wav
-343.55484,61.870975,-32.208256,8.569984,-21.210346,-14.16123,-5.837292,-17.439468,-12.606615,-11.94737,-10.068325,-4.3793955,-4.8791,10.493125,2.988596,1.3185248,-3.8135376,-6.862026,-9.178375,1.5126966,-1.6806455,-5.683992,-5.6670713,0.7022418,2.6911018,8.362137,2.301853,10.156145,8.839611,7.130309,3.6189263,5.6494365,4.089482,2.912161,-0.21694125,2.605948,-1.2161365,0.8286898,-0.8948749,2.993277,surprised,02,03-01-08-02-01-01-02.wav
-350.83167,69.01701,-41.98118,4.2085533,-23.826082,-17.694958,-4.6704125,-16.685663,-14.794607,-10.988229,-12.051816,-4.9332557,-5.3926635,8.922685,2.5828266,2.0309312,-3.118658,-0.436062,-10.049933,0.82058805,-5.5621657,-8.434012,-6.730927,-2.790697,0.71861947,3.1559925,4.589756,7.7705526,5.8368707,3.2530985,2.3428245,7.961188,4.94858,4.963341,0.67411375,2.7421498,-0.58627623,1.0500315,1.0184752,2.6053715,surprised,02,03-01-08-02-01-02-02.wav
-330.4647,60.813606,-32.38396,-2.743627,-26.596386,-25.518543,-8.873805,-24.671219,-16.963356,-14.578076,-13.591445,-5.0309176,-13.246559,5.4477944,-0.6495068,1.2844049,-0.7996586,-3.058463,-5.7822585,-0.12121854,-4.083067,-3.4535575,1.0250901,2.652035,3.0866656,5.691241,4.0094533,7.9299026,1.9398378,4.050815,1.5479711,7.0115705,2.798858,5.905912,2.984126,4.009684,-3.991195,0.24233454,-0.141141,0.043531373,surprised,02,03-01-08-02-02-01-02.wav
-320.66202,67.24095,-34.93413,-10.946834,-26.864773,-19.567043,-15.2545595,-26.310915,-14.51324,-15.741844,-18.136927,-9.485812,-19.358404,-0.87363577,-11.560688,-5.09369,-3.438842,2.456438,-2.928436,5.5858345,-4.407495,-6.1506424,-1.5927941,0.06566856,0.028678624,1.9727188,0.46739382,6.8353972,4.398935,4.926943,-0.34456393,5.0706043,2.8698735,5.5727577,2.103882,4.152736,-0.0474101,0.7205928,-0.61386377,2.5989988,surprised,02,03-01-08-02-02-02-02.wav
-429.21222,107.19469,-16.838867,18.645105,1.5591769,-10.304165,-29.755295,-14.13816,-6.9420786,-22.13382,-5.359536,-6.727034,-11.809929,-3.5264177,-14.156361,-2.7156992,-11.398437,-6.827516,-3.2194874,-9.990016,-9.16076,-9.297368,-8.952813,-6.4121428,-8.465765,-1.307614,-6.7051163,-3.9353242,-5.0071115,-3.4679484,-2.501517,-2.124516,-1.7674791,2.9832194,1.6223394,-1.3326867,-4.4922957,-2.7793586,-1.2194197,6.6541967,neutral,03,03-01-01-01-01-01-03.wav
-435.577,112.19149,-7.595332,17.834398,4.9521565,-6.3691387,-26.203453,-12.284368,-4.2576127,-17.955196,-3.001811,-4.9211726,-8.56587,-0.32514167,-12.474022,2.5130987,-8.4634905,-4.63262,-0.21530128,-6.8019433,-4.5472736,-5.08741,-5.2040477,-5.275792,-5.7522454,1.1623095,-3.4776845,1.4202504,0.16856593,1.4151292,0.9147765,0.6937304,-1.0136899,3.9766707,2.2829607,3.73068,0.6107031,2.6672828,0.6750736,2.4994545,neutral,03,03-01-01-01-01-02-03.wav
-420.46127,96.62733,-11.361312,18.62,3.478569,-6.68273,-30.115679,-13.053042,-12.958027,-21.093334,-0.39085016,-8.85697,-10.441871,-1.0667573,-11.955871,-3.3975747,-9.145116,-7.484708,-3.7046964,-7.4121256,-12.830116,-5.2825875,-7.033128,-9.796371,-8.845908,0.23322667,-9.235603,-1.9983999,-4.1049027,-2.785713,-4.64154,-5.126863,-6.9807754,-2.0837524,-4.255725,-5.3190136,-6.9031687,-6.9695487,-5.34872,2.159796,neutral,03,03-01-01-01-02-01-03.wav
-412.6297,87.675415,-5.1284695,18.469902,2.8093195,-4.214437,-33.967873,-12.58162,-13.16028,-21.469889,-2.2817469,-5.891596,-10.813099,-2.4676292,-12.125068,-2.9693332,-9.829842,-8.675374,-2.7426815,-5.6576853,-10.845643,-6.048979,-6.470325,-10.130577,-9.696,0.57344997,-8.62142,-0.7581201,-4.7605224,-3.0317197,-4.722937,-4.8791103,-6.3192782,-0.5002778,-2.411689,-2.2522624,-3.5279696,-4.861629,-3.0644045,-1.7572464,neutral,03,03-01-01-01-02-02-03.wav
-465.94333,101.8745,5.271107,15.735263,6.3626304,-3.9312234,-23.510098,-6.218838,-3.3972676,-14.571766,6.1328616,-11.458129,-5.014165,-2.827617,-12.052312,-0.024344042,-9.778188,-4.6353903,-1.2933819,-9.465709,-6.3072386,-4.936162,-7.184142,-6.3731947,-7.8382125,-0.36243263,-7.351647,-2.1649969,-3.505928,-2.1153655,-3.1515265,-3.583563,-4.7885985,-0.5898499,-2.8949912,-2.1151617,-6.4830217,-7.623115,-7.0426106,-3.1989183,calm,03,03-01-02-01-01-01-03.wav
-460.25748,102.23456,-0.9665408,16.371922,4.612796,-6.3644366,-23.688808,-6.9876566,-2.9089634,-13.770147,6.3724594,-11.42029,-7.536958,-1.0832242,-14.99765,-0.49578515,-10.779051,-3.8191795,-0.037207842,-10.321877,-5.8279924,-5.104666,-8.362317,-7.5135164,-7.342912,-0.867253,-8.013776,-0.91095895,-4.056945,-2.3863978,-3.7553535,-4.1266437,-7.1036806,-1.287133,-3.9284234,-3.145174,-7.36107,-7.227975,-7.712148,-2.7599773,calm,03,03-01-02-01-01-02-03.wav
-466.76553,100.981964,1.2012558,10.380823,12.2933235,-4.6153336,-35.234097,3.0168383,-6.230373,-17.08305,12.048885,-14.192044,-6.884555,-3.909098,-7.368901,-4.368704,-8.62006,-2.7417223,-5.326456,-7.2750077,-8.897516,-7.3605223,-5.0685077,-9.412805,-8.3840475,-2.276388,-5.5847926,-5.649426,-3.4488966,-2.2931635,-8.468213,-1.34312,-6.7017956,-1.6962135,-4.406454,-1.5113357,-9.247544,-6.1280656,-7.7763424,-2.9381483,calm,03,03-01-02-01-02-01-03.wav
-374.573,78.27117,-3.808552,4.845244,4.2414293,-3.5103998,-30.903675,-7.3913727,-6.5614524,-20.547344,6.783841,-16.238392,-11.059019,-1.7873387,-15.21008,0.084695645,-11.473906,-7.428292,-1.4282053,-9.056877,-9.80067,-2.5247126,-8.135323,-7.2917013,-6.558292,0.021042522,-7.8545485,-3.5495367,-2.4112022,-4.4984016,-5.5293508,-4.4934287,-8.809486,-4.1506267,-4.25974,-2.7936583,-5.67673,-3.7018304,-2.003805,3.8549638,calm,03,03-01-02-01-02-02-03.wav
-444.49872,94.14764,-4.3516655,12.485703,2.0363061,-5.0023465,-26.394386,-3.9330149,-3.3312635,-22.906301,11.833704,-16.092016,-9.926413,-1.0767493,-16.202915,-2.198406,-9.487961,-6.4413185,-0.96376324,-9.13299,-10.231552,-3.5718133,-11.370756,-7.8687263,-4.2596703,-5.386214,-5.7725453,-2.853016,-3.1373646,-3.359653,-5.2995443,-3.7454932,-7.974195,-1.7848226,-4.7184367,-2.053119,-7.9205437,-6.877862,-7.781454,-3.764247,calm,03,03-01-02-02-01-01-03.wav
-373.93845,83.00628,-9.452795,12.637162,3.9356763,-8.2683115,-21.072453,-8.166627,-3.8966055,-16.651154,6.498643,-11.61232,-8.723473,-3.112992,-12.910589,-1.8458022,-9.21548,-5.917214,0.2499997,-8.192252,-8.050055,-4.3148737,-7.7726297,-5.98916,-4.8146296,-1.7354857,-7.6347947,-2.0013974,-3.6758573,-3.9585304,-5.6740155,-4.4987583,-8.731436,-2.430351,-5.0885754,-1.5054792,-4.8716493,-5.0865026,-4.316662,0.3795434,calm,03,03-01-02-02-01-02-03.wav
-392.10007,83.84356,-9.715073,8.976649,7.6339245,-3.9954486,-24.932608,-4.5357327,-4.746005,-15.968537,14.780711,-11.732579,-5.6855183,1.9943459,-11.4727955,2.8932667,-6.6639333,-3.4978817,0.77228963,-8.917078,-5.3288136,-0.4980127,-7.026784,-4.0155277,-6.333016,1.1113875,-5.1473637,-2.8958166,-0.2662446,-1.5285581,-3.6061049,-0.6142669,-7.8445225,-2.433287,-2.6582778,0.67965555,-5.0514116,-3.5593011,-7.1679964,-5.015669,calm,03,03-01-02-02-02-01-03.wav
-387.213,74.235,-6.033594,8.287344,2.517525,-3.8832242,-27.611704,-8.134658,-1.9351455,-18.200804,14.11515,-15.4782505,-6.283585,1.6435316,-14.185692,2.101567,-7.1917877,-4.8807273,-0.123881064,-8.589395,-9.766999,1.749785,-9.430787,-5.15042,-4.065713,-0.9725998,-6.1762314,-1.9046154,-1.5173767,-2.3338304,-4.895956,-2.562406,-7.4623938,-3.265297,-4.2009435,1.0881846,-6.7970796,-5.040073,-6.0430164,-1.7785978,calm,03,03-01-02-02-02-02-03.wav
-381.54486,94.34316,-14.480184,14.166436,3.0543287,-6.741046,-30.950827,-15.19795,-13.267327,-21.41466,2.741495,-14.592846,-9.669506,-5.0258803,-11.544732,-5.548614,-11.468696,-5.8731685,-5.2575097,-7.9543753,-7.373517,-5.948701,-7.154978,-7.263159,-4.8442087,-0.5074066,-9.650166,-3.357204,-4.247713,-3.4057953,-1.6777562,0.8030884,4.45955,9.411025,4.2579627,2.6067038,-3.7299972,-6.396811,-4.938494,4.315802,happy,03,03-01-03-01-01-01-03.wav
-357.96625,88.0163,-19.209568,0.74319154,-9.416903,-4.9566555,-31.996729,-20.91351,-13.74018,-25.600676,0.43064475,-16.049883,-13.621104,-7.921237,-12.052611,-9.539666,-14.472856,-7.257696,-4.291906,-8.50744,-10.130553,-6.3744392,-7.8085027,-2.9374208,-2.3177018,4.477597,-2.1545954,1.4623301,9.921571,9.294077,8.778366,10.5496855,8.20168,8.346274,6.9225965,6.102901,-0.02498306,-0.3016458,-4.3068247,5.717869,happy,03,03-01-03-01-01-02-03.wav
-358.49527,85.07841,-15.387123,4.1011796,-3.083098,-6.4221115,-40.450314,-19.759476,-15.361949,-25.938675,-0.4233561,-18.83447,-10.869825,-7.1579113,-10.6928425,-5.354633,-14.639318,-8.621338,-4.083797,-10.551052,-10.739317,-4.3576326,-10.91581,-6.1967454,-9.812205,-2.9453464,-7.1337914,-0.7383722,-1.2148197,-1.8412796,-3.754779,-3.2341983,-0.8034266,4.2719913,5.5966783,6.8148007,4.1101522,0.8249292,-0.22901802,3.0307124,happy,03,03-01-03-01-02-01-03.wav
-391.10864,89.151344,-5.765507,7.2297263,-7.3868523,0.86985713,-38.02978,-17.894707,-12.720514,-28.032125,1.7109975,-15.561839,-8.812985,-9.079473,-10.759133,-6.9673686,-17.075912,-7.4518485,-3.2440856,-10.039463,-14.188609,-6.4447737,-11.598237,-8.715571,-11.93329,-5.6001854,-10.012755,-4.102777,-2.3206336,-1.995145,-0.9144775,-1.3557583,-1.7089715,0.56478703,3.6367693,4.9631696,4.518643,-0.27270305,-5.4016585,-1.6182432,happy,03,03-01-03-01-02-02-03.wav
-304.45145,63.42753,-11.285981,-0.60724247,-13.916076,-6.808744,-29.411678,-14.78438,-10.316514,-24.955706,3.8412142,-14.434929,-14.361421,-4.380084,-11.678649,-7.7556453,-14.375816,-4.5490265,-7.7033186,-8.605741,-10.332765,-2.2692022,-4.668781,9.13507,14.578568,24.66829,18.768297,15.02562,4.4418273,0.16683453,-1.1491474,6.4590135,8.228444,6.7779946,-1.777103,1.6092645,-0.6604342,4.637732,-0.37254676,-2.2250004,happy,03,03-01-03-02-01-01-03.wav
-278.80304,52.65336,-25.275574,-0.893089,-20.842772,-6.3406396,-27.651764,-19.321115,-12.685195,-23.999704,5.1883245,-14.887983,-12.95234,-2.291147,-14.651058,-5.302031,-13.678601,-2.9447954,-5.4097686,-8.9766245,-12.274647,-0.44105557,-8.992977,8.215714,10.496918,20.313211,19.049814,21.697079,14.243222,9.847242,0.47987777,2.7751293,2.2362633,3.6315389,5.3792124,6.4813585,0.008347997,2.050693,-0.5230538,1.6031355,happy,03,03-01-03-02-01-02-03.wav
-245.83679,46.281555,-11.899439,-5.676973,-17.716566,-4.7400484,-20.934391,-19.765343,-14.740878,-24.07745,-4.953038,-8.512394,-15.293725,-0.84483314,-3.2739553,-4.8752823,-10.558604,-3.7178686,-4.766816,-2.2540107,2.3197734,8.722879,5.8776054,7.2620234,5.7642,6.9172745,1.5332441,3.1894321,5.8287497,9.132062,4.987276,4.10535,0.30889538,0.17280668,2.9903224,7.8861084,2.3585813,0.34200186,-1.4738996,3.2765336,happy,03,03-01-03-02-02-01-03.wav
-281.31427,60.24098,-9.744378,-5.0566688,-10.941081,-4.531261,-30.697388,-17.764914,-14.839846,-28.016287,-1.610973,-16.884483,-15.320718,-7.874792,-10.20505,-6.074899,-13.867915,-2.6668944,-4.202654,-9.500511,-11.568425,0.5417806,-1.0116212,6.9481993,7.599826,10.447466,7.7622557,10.086324,10.934323,7.7123494,0.5574573,-1.2032173,0.73624676,5.871343,3.1453385,4.6360173,-1.1461306,-0.02959549,-4.137421,4.3666315,happy,03,03-01-03-02-02-02-03.wav
-495.81046,112.45867,-0.9932461,16.132154,8.330518,-2.293676,-23.698883,-10.466969,-6.7264585,-21.965267,-3.3753967,-10.410354,-11.519649,-5.1869316,-12.980627,-7.299435,-11.127314,-1.8580402,-6.557765,-6.449467,-5.987387,-8.206044,-7.598905,-6.305149,-6.7974772,-3.7585268,-8.376158,-1.6239995,-4.3127203,-0.8910213,-4.613541,-3.3929064,-4.3382354,-1.9957792,-1.276906,-0.9249968,-6.1309557,-4.7475243,-5.007604,-1.1749271,sad,03,03-01-04-01-01-01-03.wav
-532.5361,107.760925,-2.8498003,11.61229,8.868586,-3.4398744,-18.389309,-10.044755,-4.0329366,-11.396246,-3.5761735,-7.2674227,-6.741774,-3.4348104,-9.586642,-1.4721278,-6.7306395,-2.3481798,-6.582559,-6.864012,-5.32262,-7.066321,-4.6736646,-4.116764,-8.206595,-1.5889428,-6.812531,-0.45856053,-3.7732835,0.67300785,-6.573146,-1.4291967,-4.0537434,-2.3822134,-1.6743623,-0.27001053,-3.4154754,-1.9494393,-1.9185485,-0.18303686,sad,03,03-01-04-01-01-02-03.wav
-473.5266,87.89025,-12.214919,16.677835,5.069326,-5.6987414,-21.9396,-11.879877,-7.6069684,-15.744115,0.92668706,-9.750109,-10.227947,-1.8142201,-10.26351,-2.9421265,-6.910752,-5.4457097,-4.275526,-6.702186,-10.085882,-4.693029,-2.821117,-7.167042,-9.701106,0.9943058,-6.7120795,-1.2972568,-4.5337887,-0.94197124,-4.9735293,-1.9348929,-5.0006924,-2.159869,-2.912842,-2.1927028,-4.990307,-4.6511226,-5.107637,2.3267338,sad,03,03-01-04-01-02-01-03.wav
-484.53006,88.56335,-4.3014517,16.775162,3.880564,-1.3292031,-27.11868,-10.949474,-5.9171367,-16.75684,0.91675335,-7.6830416,-10.157199,-3.00232,-7.5566754,-3.4139948,-7.61024,-3.6518111,-6.2523594,-5.480373,-9.637774,-5.2579446,-3.8432224,-4.9449577,-9.92873,-0.58937514,-4.616458,-1.1531657,-4.7006407,-0.039046343,-4.694689,-3.3637617,-4.8259726,-3.522848,-3.385524,-1.4947417,-4.99409,-5.0928855,-3.7005553,4.187771,sad,03,03-01-04-01-02-02-03.wav
-440.82407,86.174225,-22.504255,-3.2206113,-3.715833,-11.6275,-26.245827,-24.095062,-23.589745,-28.604557,-7.509788,-13.060665,-14.526607,-9.32839,-8.841129,-4.0182924,-4.7833357,-5.7485795,1.2971859,-2.0400412,-2.3490114,-0.25184715,-2.4771967,-1.2154831,-4.847346,1.077421,0.3673775,0.2944575,2.9264412,2.9582682,1.915777,5.235677,1.4658523,8.032506,6.1571207,4.27118,0.34322232,1.9168051,-4.563097,0.6103125,sad,03,03-01-04-02-01-01-03.wav
-408.15085,64.90203,-13.961844,4.397466,-2.2654738,-5.792737,-20.866037,-19.260756,-13.367225,-18.248367,-4.395831,-13.851522,-13.36642,-7.553526,-9.687394,-4.76627,-5.806817,-4.22285,0.103841215,0.96544576,-1.0962484,3.7263436,1.5191615,0.33683866,-2.1092176,3.7108793,-2.8828983,-1.1953256,2.769489,3.2911067,4.8003564,6.096277,0.547898,4.966188,3.4518235,3.5581853,1.3874491,1.0588833,-1.1913106,1.9801953,sad,03,03-01-04-02-01-02-03.wav
-377.765,60.594677,-16.11479,4.8896685,4.9143863,-4.0800276,-15.946674,-15.600388,-14.564365,-14.348693,-2.4029715,-11.711676,-7.4134736,-4.288707,-8.382883,-1.4921287,-4.336226,-4.7135296,-1.8450942,-1.0716685,-7.746713,-4.5411053,-1.9989316,-4.7052383,-6.8075776,3.0744836,-5.0694003,0.60261583,1.8808218,3.6048326,3.1158314,2.803517,3.2800481,8.816861,7.6932006,8.364059,8.730916,6.8044667,3.6914334,4.394111,sad,03,03-01-04-02-02-01-03.wav
-317.14548,88.55881,-17.097511,6.984704,-0.795061,-4.983566,-22.279154,-19.888758,-21.107874,-19.286993,-7.2730513,-13.38334,-11.032563,-5.6103363,-11.016379,-0.9138764,-9.352541,-7.5054874,-1.2168895,-4.3294697,-12.699035,-4.9823484,-4.6806297,-7.3384757,-7.5310965,1.2354746,-5.703591,1.2181711,0.04062862,3.7316937,4.453608,4.662333,4.8486996,10.617928,9.178461,11.624873,10.899806,6.4387827,1.2267051,3.8440878,sad,03,03-01-04-02-02-02-03.wav
-474.70776,92.20257,10.460387,23.630424,3.6905138,-9.191227,-12.592125,-8.914002,-5.613706,-5.8224826,-4.4629254,-4.44642,-3.1847315,-2.9395616,-9.409986,-1.1710324,-5.933302,-6.018261,-2.9108324,-3.6158257,-6.516539,-6.142822,-7.218278,-8.130573,-5.5074596,-4.107495,-7.2090044,-2.5716848,-2.579401,-3.8822355,-2.4381337,-1.5587811,-4.6058593,-1.5796654,-3.575328,-0.20277399,-5.2345424,-3.8871708,-6.207457,-2.4784453,angry,03,03-01-05-01-01-01-03.wav
-353.94223,85.64204,-14.732302,19.580435,-1.2287029,-11.226761,-14.367683,-15.2817545,-4.1508236,-11.650148,-9.237404,-3.8686109,-7.5650167,-2.606187,-12.3133955,-2.2961545,-7.2935414,-4.0311027,-1.4804796,-7.336025,-4.955875,-6.882033,-9.14751,-4.149732,-8.1202,-1.6264018,-6.138297,-2.501431,-1.2258208,-0.90262973,-5.7953033,-0.31020454,-6.756417,0.5514968,-1.157599,2.8542194,-2.0544033,0.8879102,-4.1931143,2.5182295,angry,03,03-01-05-01-01-02-03.wav
-369.04785,88.018234,-8.532404,16.838207,-2.433631,-9.7975,-21.563791,-16.7852,-8.595555,-14.697508,-6.2164445,-3.4810226,-5.669504,-6.129758,-12.933884,-4.418334,-11.015578,-3.4448473,-5.10146,-5.390671,-6.701375,-5.4938993,-8.073567,-7.7784486,-6.4795966,-2.8662136,-7.250231,-3.1739833,-1.1282821,-3.0740058,-2.8459291,-4.8176584,-7.341453,-4.441785,-4.0983353,-3.8083048,-4.083084,-6.1314983,-6.758724,-1.920772,angry,03,03-01-05-01-02-01-03.wav
-325.28226,80.129616,-14.855939,10.475417,-5.362607,-12.106451,-23.903128,-12.93486,-9.986455,-15.021462,-6.069639,-5.558337,-6.3756742,-7.119226,-13.827192,-5.24312,-10.1487665,-6.579268,-1.4753798,-7.133725,-7.5742717,-5.9139843,-7.804198,-7.255471,-10.857371,-0.37591633,-8.966895,-4.274758,-1.6301768,-2.910149,-6.4305067,-3.1946337,-5.8788185,-1.1427794,-2.7730973,-0.38719076,-3.3315964,-2.7659795,-3.3412583,4.3933973,angry,03,03-01-05-01-02-02-03.wav
-183.20729,63.357,-28.22706,9.482905,-24.806051,-8.908802,-8.790056,-21.86089,-5.4066167,-11.761963,-12.791353,-2.547145,-10.375742,-4.6671953,-11.244063,-0.5471248,-9.407358,-8.107531,-2.392776,-5.246291,-4.011112,3.786592,0.3676555,7.9437456,6.8753977,11.374542,10.263182,10.209055,10.094904,9.744294,4.9230947,6.828847,2.877982,3.0144362,1.8420812,3.9374368,1.0765538,3.510843,-2.6146948,1.3217753,angry,03,03-01-05-02-01-01-03.wav
