mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,emotion,speaker,source,file,file_path,file_exists
-398.08716,85.647675,-2.90432,0.90298563,-0.4507587,-15.757303,-19.827307,-22.397314,-12.3862505,-8.43105,-14.937508,-12.011078,-6.748761,-13.288852,-7.002593,-5.31425,-9.018607,-9.82557,-0.38906464,-14.389002,-5.5035157,-3.0508742,-10.520507,1.2370093,-10.623051,6.783751,-8.427088,9.368425,1.8721871,6.303358,1.5741117,1.3584251,5.2107697,6.746416,14.496935,12.510972,11.067683,3.5167553,0.19720154,1.7717522,neutral,10,ravdess,03-01-01-01-01-02-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-01-01-01-02-10.wav,True
-387.94888,80.27761,-4.3370514,2.629315,-3.351293,-19.701374,-19.375633,-26.280537,-15.009759,-6.383452,-16.532951,-13.3448105,-8.946375,-13.650361,-3.155425,-9.480901,-7.446988,-9.11177,-1.0621107,-16.464764,-9.879061,-4.983552,-12.000513,8.119702,-0.9205304,14.736895,2.3193352,19.507206,10.343265,14.625235,14.178291,11.705593,6.6225386,-0.14696413,0.02646529,0.36300904,1.9226676,3.3027027,-3.6909394,0.430207,neutral,10,ravdess,03-01-01-01-02-01-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-01-01-02-01-10.wav,True
-411.74518,85.15507,7.663088,7.6360316,-1.186208,-10.243663,-20.490284,-23.193336,-13.010102,-7.7649136,-16.690693,-12.902066,-8.523393,-8.550863,-3.2281027,-5.8629055,-10.0165825,-5.126263,-0.3260768,-16.641539,-9.542175,-3.9970608,-15.154827,-2.222473,-11.356564,3.768317,-8.033024,9.765769,5.2048073,5.9628286,6.8874617,5.7471337,11.345993,8.501413,13.605934,3.6571424,2.333905,3.6007404,6.095379,9.838239,neutral,10,ravdess,03-01-01-01-02-02-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-01-01-02-02-10.wav,True
-399.81506,89.9201,-14.922342,8.364832,0.2519776,-17.298576,-16.916033,-26.162277,-9.381287,-11.919808,-2.7123706,-16.69332,-11.838604,-1.053592,-13.885629,-2.243901,-10.47676,-6.5250554,-5.6780353,-13.364762,-5.5363607,-2.1223745,-7.95415,0.8272786,-0.7575815,0.88687664,-4.2005305,9.173623,3.2859905,15.231271,8.930806,13.5149,4.392876,8.470116,1.2090023,6.6845965,5.164966,3.546408,0.7350719,-0.01429011,calm,10,ravdess,03-01-02-01-01-01-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-02-01-01-01-10.wav,True
-393.38754,101.91688,-13.686236,5.880307,2.2127557,-18.821865,-17.89537,-26.817366,-4.0474887,-9.937314,-15.311753,-10.839271,-5.8692536,-7.659046,-9.451195,-1.6255076,-11.427724,-6.878126,-2.599358,-14.462488,-5.118918,-5.4661446,-11.02026,0.13265812,-9.419585,3.747343,-9.144451,6.9846783,-5.938213,-2.8872268,-2.3521829,0.76750726,5.8197274,10.190038,14.36707,11.298213,13.636614,8.074277,7.49419,3.1204324,calm,10,ravdess,03-01-02-01-01-02-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-02-01-01-02-10.wav,True
-391.56894,76.93555,-9.047812,3.0766623,1.2906443,-17.972603,-16.284435,-34.04037,-10.164183,-10.407064,-13.014799,-15.124936,-10.066262,-8.800014,-10.288717,-6.3586802,-15.883121,-9.145231,-2.4644525,-19.262285,-6.544828,-6.3627954,-14.754118,-3.0859451,-10.216199,1.6439697,-1.8621944,19.545689,20.443624,20.976135,15.798327,11.644766,8.8401375,10.848535,9.46332,8.182771,-0.61947376,-1.8489169,-4.0930324,3.835919,calm,10,ravdess,03-01-02-01-02-01-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-02-01-02-01-10.wav,True
-378.82404,83.28894,-11.382969,2.3489127,-0.4568711,-20.982777,-17.326569,-30.015675,-8.621233,-7.9397163,-17.110611,-10.900053,-10.784909,-12.964199,-7.4844055,-9.848524,-12.531448,-11.951182,-3.562465,-14.360767,-9.498872,-3.1157255,-14.902525,-4.341984,-5.4869523,7.0086174,-0.21666542,18.239553,15.072257,12.48051,11.197247,13.813858,13.8502445,14.99946,10.563411,3.5866382,-1.628094,0.30395022,1.970027,5.109248,calm,10,ravdess,03-01-02-01-02-02-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-02-01-02-02-10.wav,True
-402.99066,77.307236,-10.760422,6.533503,2.4326417,-18.845758,-18.793234,-25.825836,-9.797594,-13.138178,-10.811226,-12.269533,-6.8987317,-6.134584,-8.513722,-1.3724079,-13.674047,-7.256718,-5.6672707,-13.536017,-5.7226963,-5.881045,-11.684956,-2.1498437,-7.1086807,2.716986,1.6927135,18.301212,11.198921,15.293066,12.531213,14.873562,11.664154,11.279514,3.5981636,2.910607,-4.8450227,2.1110475,-0.4599827,3.522842,calm,10,ravdess,03-01-02-02-01-01-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-02-02-01-01-10.wav,True
-419.15393,85.933945,-9.725316,0.38870567,0.7799866,-14.944266,-17.614635,-29.693853,-14.783215,-8.850619,-7.6201935,-12.339372,-12.575254,-6.0247827,-8.028686,-8.697289,-9.907292,-12.778783,-4.74157,-13.755306,-11.297535,1.3888364,-10.197816,2.3258145,-1.8800905,3.428234,1.3795736,18.153255,19.069983,25.41646,20.660698,14.803624,-1.2176547,1.4912405,-5.262158,8.080461,-0.21279526,1.052325,-4.2762275,-4.0217896,calm,10,ravdess,03-01-02-02-01-02-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-02-02-01-02-10.wav,True
-418.40698,90.484566,-8.816021,6.9482408,-1.8050132,-17.580715,-13.060985,-30.606133,-9.335567,-12.189164,-12.127134,-13.758169,-12.379341,-5.3425293,-7.8583574,-5.692581,-14.774709,-9.507194,-3.5238335,-16.817434,-5.326423,-5.498033,-14.262457,-4.1980505,-10.898306,0.4240644,-4.5355053,19.842216,22.35826,27.363853,21.128763,12.833834,1.5482904,2.953795,6.1904883,10.142629,3.9594371,1.5241731,-2.4534488,1.2046882,calm,10,ravdess,03-01-02-02-02-01-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-02-02-02-01-10.wav,True
-437.69894,93.71577,-2.385519,7.709448,-1.0584632,-11.230714,-15.852318,-24.078373,-10.477081,-9.653732,-12.519709,-15.220967,-13.094247,-2.6863308,-11.3593445,-8.825732,-8.466681,-8.696217,-4.08434,-13.384199,-7.942244,-3.3167517,-16.085218,-4.018737,-8.149445,-4.1083317,-9.06397,-0.5082005,-2.7307994,2.3840814,6.4001074,16.588972,17.367893,20.872381,11.393261,9.20773,1.7262894,7.9556146,8.280139,6.159617,calm,10,ravdess,03-01-02-02-02-02-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-02-02-02-02-10.wav,True
-321.14487,98.7167,-36.401802,2.5602012,1.6053287,-24.630322,-14.447153,-35.757755,-19.471191,-8.101477,-15.372787,-13.082391,-9.81243,-15.085872,-6.4011803,-11.247675,-7.607447,-10.032119,-6.8097496,-4.809469,-13.50248,5.7201047,-6.6563606,0.19914162,-1.3549899,2.609614,2.6074839,10.422417,7.5971146,7.454473,6.3972764,13.23875,6.505411,8.595749,-4.2028913,2.5958118,-4.3498616,6.0457444,2.3829534,1.9563646,happy,10,ravdess,03-01-03-01-01-01-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-03-01-01-01-10.wav,True
-310.23862,94.40337,-28.584053,1.1967463,-3.4503815,-29.130133,-16.961493,-31.492542,-18.30722,-5.6617246,-24.799654,-18.35745,-7.0820627,-21.723625,-8.199048,-11.067925,-16.613926,-10.911872,-8.351769,-5.3564963,3.3048265,20.204456,14.144665,22.696619,6.505814,8.05416,-4.5259066,4.2285314,3.8256032,-2.9803998,-0.5968732,-1.2780939,-2.23204,0.60065144,-2.635076,0.16046232,-4.5458574,1.2312976,-5.438518,-2.5852482,happy,10,ravdess,03-01-03-01-01-02-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-03-01-01-02-10.wav,True
-336.77402,84.43521,-38.5876,2.5925798,-10.178544,-25.355799,-27.852573,-38.135456,-13.22163,-8.716768,-26.200848,-12.441087,-7.825916,-25.813559,1.7775714,-8.871601,-17.06434,9.236321,6.6184607,4.61475,9.430554,12.139499,14.679969,16.190306,10.543521,4.954088,-6.7906346,0.2903668,0.22703268,-0.37523767,-6.2031527,-2.334163,-5.242513,5.952553,3.6612854,4.2232914,-0.6891903,1.7591568,-1.6169468,-5.869449,happy,10,ravdess,03-01-03-01-02-01-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-03-01-02-01-10.wav,True
-288.0949,85.38845,-37.80742,1.7482057,-5.377,-29.991734,-24.236073,-40.76739,-15.667853,-2.018946,-27.165792,-12.783019,-11.694422,-20.414928,-3.8668034,-14.318885,-16.09478,-5.234101,-5.573256,-9.061665,0.17401029,13.475997,8.760622,25.607582,11.620257,17.1879,1.0144775,0.13812783,0.22623567,-5.488406,4.367618,3.1825738,0.9918561,0.9079506,1.703525,4.678999,-1.1444529,-0.63522726,-4.442674,1.2686357,happy,10,ravdess,03-01-03-01-02-02-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-03-01-02-02-10.wav,True
-213.59453,64.5456,-52.93129,-8.959366,-11.773799,-44.52389,-18.746813,-35.848816,-31.26482,-2.3019154,-27.898638,-18.223368,-7.431621,-19.16464,-0.19991021,7.8099747,5.940238,22.633596,14.772034,7.7588305,0.09930647,5.079214,-6.566047,-2.517835,-5.859824,-2.3376234,-4.285592,-4.933379,-2.8401575,-3.3565223,1.3332659,4.4198174,-5.919022,6.616185,0.67912734,5.145589,0.6753139,5.7620435,-1.1426454,-1.4180983,happy,10,ravdess,03-01-03-02-01-01-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-03-02-01-01-10.wav,True
-209.40782,60.952343,-42.94658,-9.441722,-9.427599,-36.28851,-20.545652,-33.53747,-29.691608,-4.174039,-24.739616,-18.233654,-4.781242,-11.768357,11.817889,19.893566,14.697126,20.209364,2.4684794,-5.274206,-10.189259,7.676814,-9.215389,-1.1944785,-11.762128,-5.5089607,-2.8345954,1.5940251,2.550576,0.312088,4.700311,8.639449,0.14150488,7.920513,-4.8071175,1.2210484,-2.3756857,-0.94206095,-4.1003704,-1.0931091,happy,10,ravdess,03-01-03-02-01-02-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-03-02-01-02-10.wav,True
-188.92912,46.121227,-42.233112,-8.078074,-12.23707,-36.30695,-19.6858,-28.924469,-33.502197,-8.112571,-23.84498,-20.370096,-0.48342153,3.386241,25.479939,24.299078,6.2496357,9.274599,-12.466551,-10.254057,1.5595641,5.879359,-11.060219,-11.489465,-7.587339,1.0773975,0.77541095,2.6953852,2.006321,9.786913,1.3117193,-3.7632482,-8.5328,1.159322,-2.435079,-4.5830007,-2.0533788,-0.32713267,-5.952978,-0.78944474,happy,10,ravdess,03-01-03-02-02-01-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-03-02-02-01-10.wav,True
-194.23317,53.52091,-59.26968,-4.4233193,-7.172919,-36.32307,-17.636463,-31.49124,-34.167694,-0.65176374,-26.720718,-16.244791,-3.2305577,-8.51341,5.582386,15.099141,-0.7001528,21.048983,12.899205,4.1484632,8.190637,9.581419,2.7395096,1.1934025,-1.6831636,1.8749287,-7.0310073,1.6194211,-5.770278,-0.16768712,-1.3716632,1.974136,-6.2884207,-0.931732,0.07257677,0.4154666,-0.4875489,3.7903168,-3.4863482,3.3169487,happy,10,ravdess,03-01-03-02-02-02-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-03-02-02-02-10.wav,True
-449.289,105.1658,-6.508178,11.815034,0.6845103,-18.053627,-10.297302,-35.79635,-10.860576,-10.777227,-15.119054,-15.204275,-4.1881304,-8.1048,-6.618964,-3.8200703,-7.2101207,-9.275551,-1.7162257,-9.587191,-8.867219,-2.3376553,-8.139019,2.687206,-5.715489,1.4228382,-5.041068,0.48334196,-1.1594872,-2.3099904,0.86863655,8.159791,10.5834,19.585321,20.068218,16.385765,8.156102,6.2866697,-4.0281105,2.3474216,sad,10,ravdess,03-01-04-01-01-01-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-04-01-01-01-10.wav,True
-430.5948,84.92341,0.27271143,8.543441,-0.8120764,-14.911518,-9.665965,-26.290419,-7.7359085,-8.64991,-11.8657255,-13.284688,-7.057633,-6.002084,-4.9972687,-4.509705,-6.627729,-7.404994,1.5877281,-13.574788,-6.954076,-2.8421385,-12.872402,-1.3770884,-12.491508,-1.5760003,-7.850064,-4.3358536,-2.008288,-4.0175147,-1.034079,1.5856761,4.239286,5.1696253,10.81633,11.398238,8.306298,11.935872,4.9573493,11.281933,sad,10,ravdess,03-01-04-01-01-02-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-04-01-01-02-10.wav,True
-451.0831,100.90845,1.8407128,8.425099,5.3202877,-14.001108,-15.026806,-34.988224,-9.0582695,-7.6741743,-19.523489,-11.592532,-4.402657,-10.489912,-3.0874386,-6.947623,-10.218872,-5.788566,-4.889704,-13.32114,-9.025406,-4.6015944,-6.805126,-4.1497736,-7.2613025,1.4562403,-7.6929073,5.3352976,0.79356056,8.885595,9.611758,16.319387,14.0630665,12.840121,9.713211,5.7642384,1.8656514,4.460883,2.4652028,3.274656,sad,10,ravdess,03-01-04-01-02-01-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-04-01-02-01-10.wav,True
-467.79822,105.057724,6.4119396,0.26402456,-4.1874475,-11.216085,-15.683796,-29.309649,-3.1432123,-4.5005145,-16.959064,-9.483867,-2.476733,-12.661364,2.3078122,-7.754713,-6.056083,-2.8885543,-4.0536947,-7.36162,-7.527579,-3.531389,-5.807656,-6.687565,-4.7489276,-2.295331,-8.42104,0.46073964,-3.3035746,-2.3604023,-4.050752,2.0155978,1.5007254,6.0876184,10.081371,13.840629,14.031414,14.285499,5.493533,7.120655,sad,10,ravdess,03-01-04-01-02-02-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-04-01-02-02-10.wav,True
-345.9876,105.197876,-22.284664,8.899116,4.2637815,-30.562574,-11.304662,-37.78009,-16.2231,-8.637293,-16.646235,-9.870384,-3.2280638,-14.2807865,-6.7019725,-6.9900374,-13.988414,-4.0172763,-11.015,-6.0463514,-13.39726,1.5547571,-3.6619349,1.7653973,-1.1550019,6.457965,0.07850381,12.4156,4.4245863,5.0229235,1.7914243,3.4005804,-0.8086212,6.2586656,3.316661,8.437543,0.8234701,-0.8743426,-1.48256,-0.9153015,sad,10,ravdess,03-01-04-02-01-01-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-04-02-01-01-10.wav,True
-405.53833,94.29889,-10.263829,13.609444,8.65413,-25.035603,-14.255692,-37.31794,-10.660892,-7.4954634,-18.353415,-7.2698984,-3.7009256,-15.086565,-5.5710073,-6.2376466,-9.988799,-5.5717373,-8.976312,-5.7467914,-9.923643,2.4123683,-2.9259105,-2.975786,-5.1037717,3.7534952,-3.4773571,14.01389,5.308083,7.2223268,3.1385946,7.594416,8.162437,7.987414,7.949323,4.446817,-0.7668466,2.5044942,-0.17482261,1.1691908,sad,10,ravdess,03-01-04-02-01-02-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-04-02-01-02-10.wav,True
-435.14127,85.75131,9.550532,16.7859,1.3728938,-12.286623,-19.028069,-32.026543,-4.774664,-7.999716,-18.186045,-6.118694,-2.1470914,-11.158486,1.1201937,-7.232775,-8.461973,-6.2266955,-5.597243,-5.9353375,-11.473465,-0.37671983,-7.0089264,-6.4965734,-4.885381,-0.76764524,-9.770498,5.94604,-5.9471574,2.418875,0.20989423,8.373848,4.6777015,4.938836,4.261389,4.5600843,6.30113,9.969657,7.822642,7.0572724,sad,10,ravdess,03-01-04-02-02-01-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-04-02-02-01-10.wav,True
-434.09573,95.83648,2.4653082,15.806537,6.1183405,-13.862101,-16.764933,-41.59215,-9.716224,-13.0791645,-23.191004,-5.8061266,-6.682033,-12.950353,3.198158,-5.595789,-11.14243,-3.2976322,-8.398717,-6.942001,-12.865665,0.7056248,-7.3633914,-4.271366,1.7850597,0.2863095,-4.796658,5.346154,-6.325566,-1.0530916,-4.944227,6.758201,4.2479763,10.275813,11.150223,15.464422,10.757071,8.878725,1.5505255,1.0763848,sad,10,ravdess,03-01-04-02-02-02-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-04-02-02-02-10.wav,True
-385.8769,103.232864,-12.09424,6.605087,0.9760211,-16.327719,-17.775341,-29.079428,-8.950808,-9.596344,-12.649071,-10.438717,-3.9447756,-8.928424,-7.4658566,-5.307051,-8.942305,-8.675643,-2.2709951,-14.044507,-6.891177,-4.1411195,-14.733204,-3.328954,-10.04157,-2.4879947,-7.657106,1.6798884,-1.2858406,-4.546133,-2.8700206,-2.9021869,1.7571386,2.6834385,9.143426,8.51967,8.777112,8.879575,3.677023,10.3523035,angry,10,ravdess,03-01-05-01-01-01-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-05-01-01-01-10.wav,True
-311.36334,96.762825,-30.982775,8.803818,-11.520701,-19.126282,-16.274612,-29.572538,-10.468071,-10.474802,-13.862413,-13.194483,-8.2741995,-10.495143,-10.484095,-12.337277,-7.0232925,-8.802148,-3.2348123,-4.459082,-4.3956857,6.1293364,-3.0830595,2.7469065,-2.0731661,-2.8862803,-6.2525935,1.6160746,-1.1010816,0.9986634,3.5406215,6.518461,9.724582,10.08074,2.5528662,4.91598,-2.817534,5.275607,1.3732097,3.6635253,angry,10,ravdess,03-01-05-01-01-02-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-05-01-01-02-10.wav,True
-340.12238,95.910385,-22.668873,2.7127833,-9.322416,-14.951413,-19.791485,-28.025646,-13.047245,-8.601773,-18.375313,-4.041316,-4.483717,-14.31566,-5.349946,-8.169062,-12.026463,-9.181645,-6.1035786,-13.069379,-10.2240715,-3.4837399,-9.113332,-6.7877,-7.5407605,-2.6281233,-7.853265,3.0829551,0.15421005,1.417669,2.8610668,4.326371,5.3171763,8.780601,9.906347,10.43629,8.052586,7.717174,5.0883517,6.695857,angry,10,ravdess,03-01-05-01-02-01-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-05-01-02-01-10.wav,True
-327.73975,102.8715,-34.25196,5.404463,-14.723567,-17.730738,-18.117208,-34.03037,0.20560858,-12.922264,-15.967147,-1.9256295,-10.864892,-11.993688,-4.1402397,-13.318097,-7.9635577,-10.600738,-5.0820947,-9.808734,-11.971557,-2.6281247,-9.751542,-10.553034,-4.254707,-8.424007,-7.6785455,4.898963,-0.27817145,3.9440224,4.7297463,7.43073,9.1177225,14.383116,11.674357,13.461791,7.4240737,5.155662,1.3971461,0.9158903,angry,10,ravdess,03-01-05-01-02-02-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-05-01-02-02-10.wav,True
-218.40353,78.99078,-40.880367,8.339397,-19.167908,-27.335157,-13.983154,-27.474066,-14.43167,-9.250962,-17.147903,-10.549291,-7.289034,-14.092119,-4.790722,-12.230326,-9.307616,-5.972778,-7.4701147,0.9676407,-3.4937377,5.732065,2.9388092,1.410295,7.4869814,4.427649,4.1737185,13.390133,4.790184,4.1719546,1.8718017,-2.6374686,-0.031074425,5.0485883,-0.9450907,3.1808763,-3.61196,0.20488986,1.2329521,-2.8229394,angry,10,ravdess,03-01-05-02-01-01-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-05-02-01-01-10.wav,True
-224.75142,74.96784,-45.55523,-6.7887807,-25.99156,-25.956501,-13.327512,-18.80717,-25.651367,-11.930242,-16.975672,-16.183237,-13.910107,-15.291991,3.2991834,-9.695658,-2.0332944,13.258878,5.0669093,8.7911825,2.9564795,8.447709,1.6423645,6.1608253,3.1460645,2.3504968,-1.976763,3.6743908,-2.0437956,-3.0772936,-1.7716947,-2.1935618,0.71491396,2.5320368,-2.8301487,3.1806087,0.7238755,0.6195557,-2.222969,0.6710137,angry,10,ravdess,03-01-05-02-01-02-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-05-02-01-02-10.wav,True
-201.9543,61.485943,-36.654842,-6.185168,-23.533941,-25.859074,-17.635187,-22.40133,-25.320938,-10.445687,-14.965645,-12.950391,-13.182278,-8.054894,1.7403558,-6.5654917,4.261515,5.063722,-5.5384035,2.096339,-2.555278,8.862207,3.446144,0.7660343,-6.725226,-3.3177032,-5.611854,4.7779555,-2.6977787,-2.6062202,-0.7454342,4.1255097,6.253915,3.7061028,-3.2061856,1.699374,-1.070838,1.6924276,-4.484284,-1.2395695,angry,10,ravdess,03-01-05-02-02-01-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-05-02-02-01-10.wav,True
-216.71707,57.402424,-42.31905,-1.8294894,-29.01338,-24.382303,-18.697432,-23.196856,-22.75927,-10.320558,-15.870448,-10.796156,-12.33357,-11.839933,-3.3135674,-15.475846,-0.74712455,4.154244,-0.8940846,5.682375,-3.905312,1.7113832,-7.323387,4.6311135,10.80511,9.483941,3.999582,3.1962776,2.5769649,2.585172,2.9095783,-2.8383648,-2.6126058,2.1582997,-5.305275,4.060061,-3.662962,3.5456347,-0.9090778,-0.3534636,angry,10,ravdess,03-01-05-02-02-02-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-05-02-02-02-10.wav,True
-351.31516,84.68308,-12.466233,7.712568,-4.4211698,-20.206923,-13.951407,-29.123701,-13.238878,-4.3372617,-25.950827,-16.912582,-4.003175,-16.292736,-5.6702094,-9.439208,-14.391619,-8.468881,-8.155724,-9.927919,-11.026483,3.6560721,-3.829047,10.614522,8.409076,17.865423,15.174212,14.332269,10.3969965,-0.3256987,0.8536832,3.1266682,2.233925,6.3222327,-2.2891276,1.9762707,-5.7227435,2.3272297,-5.166795,-2.6253593,fearful,10,ravdess,03-01-06-01-01-01-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-06-01-01-01-10.wav,True
-401.53857,84.32061,-5.4227324,10.188223,-10.461644,-8.866685,-13.742806,-22.982786,-2.563117,-4.2528057,-19.871368,-7.8632545,-7.6702766,-8.147412,-2.5350928,-4.4093857,-9.218432,-8.463035,-4.4470754,-14.061453,-9.377944,-2.824886,-6.9680176,-2.4819539,-5.570648,1.6742907,-9.239513,7.2326107,-0.51744837,5.431446,10.005389,11.608689,13.741691,11.727736,9.32378,6.8383107,2.9072046,0.71759564,-0.040695347,0.6467057,fearful,10,ravdess,03-01-06-01-01-02-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-06-01-01-02-10.wav,True
-414.7672,74.8969,-4.2405953,2.0790553,-3.489777,-17.102165,-19.167253,-33.74355,-15.313857,-3.9847531,-19.013916,-15.826487,-8.476349,-13.678773,-3.0883508,-9.628308,-11.94063,-5.984893,-6.4765496,-16.202074,-6.835074,0.38838732,-2.984037,15.983618,12.10453,20.768364,13.087138,16.849176,6.397031,2.575388,4.8665695,2.303143,7.021462,3.8321233,4.8437963,1.2154967,-1.5960839,-0.8919751,-4.051626,1.1344877,fearful,10,ravdess,03-01-06-01-02-01-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-06-01-02-01-10.wav,True
-402.83786,82.18383,1.503845,7.1679792,-2.975688,-11.470139,-12.864455,-27.59758,-6.2177258,-6.0426683,-19.0764,-15.134646,-6.709038,-11.699821,-5.1176825,-5.855243,-11.250341,-5.605151,-3.6455956,-18.87421,-6.946254,-3.8164992,-10.840376,-4.2766485,-10.948582,-0.43879607,-9.286719,8.307788,9.721483,13.106969,17.120365,10.623951,9.886372,8.395081,11.618549,7.0473204,6.3687925,1.4446299,-0.9559387,2.2417133,fearful,10,ravdess,03-01-06-01-02-02-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-06-01-02-02-10.wav,True
-261.45758,77.97967,-32.052574,-0.3944041,-12.822451,-31.791462,-23.042864,-27.67953,-17.980171,-7.241364,-21.423567,-20.276394,-5.718995,-22.253702,-9.864587,-8.234225,-18.632053,-1.0439496,-0.90694314,2.509902,10.096044,17.730356,10.908678,14.175662,2.2132006,4.71089,-2.2421007,0.9729038,1.4315495,-3.990766,-2.6536872,2.0266433,-4.350124,1.6639068,-3.0328825,0.54036355,-1.4078634,-0.5092473,-3.888281,2.2519906,fearful,10,ravdess,03-01-06-02-01-01-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-06-02-01-01-10.wav,True
-288.58795,72.587425,-39.98102,2.069934,-7.04835,-35.10492,-17.031004,-30.194704,-19.014193,-5.1806693,-20.410183,-22.785408,-2.9859965,-21.274185,-9.4478035,-9.467455,-16.978495,-2.7333956,6.1447196,12.5520315,21.53265,27.391602,8.052272,10.46466,-6.304741,1.9201072,1.1931025,5.012624,2.5199893,-4.089396,-4.0190125,-1.3520796,-6.010049,-1.7687396,-4.549907,-0.8877834,-4.611288,-2.7524736,-0.376546,4.773957,fearful,10,ravdess,03-01-06-02-01-02-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-06-02-01-02-10.wav,True
-293.45184,60.44025,-27.588858,1.2513862,-15.048913,-29.7313,-16.70067,-27.12622,-22.050732,-7.1768274,-17.854542,-19.69419,-3.0618474,-18.723051,-6.3035307,-8.616297,-18.439188,4.1269503,5.720711,11.953989,18.529741,22.437956,10.7418785,7.978032,-0.37843922,6.642001,1.9518164,5.3004346,-1.9106743,-3.6865335,0.7703088,4.953867,-6.1899734,-2.3406458,-6.783938,0.749966,-1.8179206,-1.5080086,-1.0088645,7.2808566,fearful,10,ravdess,03-01-06-02-02-01-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-06-02-02-01-10.wav,True
-369.1106,81.316795,-27.786016,6.274674,-13.4198475,-27.923662,-15.660679,-33.98481,-15.0262165,-9.138366,-21.613495,-12.320153,-3.0491753,-19.589611,2.7188075,-5.8974457,-13.842147,-0.35651073,-8.542173,-3.5349207,1.2076269,11.67188,14.096367,11.394139,8.046205,7.3527646,-3.046923,6.930006,1.9913304,4.8784394,2.5587025,7.411742,-0.9687941,7.708107,-1.7349827,2.299644,-2.654707,-5.0995426,-0.5034009,1.03977,fearful,10,ravdess,03-01-06-02-02-02-10.wav,data\Ravdess\Audio_Speech_Actors_01-24\Actor_10\03-01-06-02-02-02-10.wav,True
