mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,emotion,speaker,file
-196.04475,135.44164,-41.245365,26.581223,-13.213402,-15.748319,-16.758097,-23.649643,-25.673883,-19.021803,-9.447221,-5.7065787,-20.45405,-7.8264847,4.6139812,-18.664688,-15.060901,-7.633036,-3.6090975,-10.382594,-14.232177,-6.7678514,6.2980065,1.1314453,-12.357064,-7.1159744,-6.2504306,9.996161,4.6930346,-8.762885,-9.166085,-6.82956,3.2013893,-5.6772842,-8.045037,-7.4021163,-5.168257,-4.7581396,-7.446396,-7.7129445,happy,Mehak,Mehak_happy_001.wav
-221.40216,156.26555,-46.297066,12.67226,-13.090456,-9.89761,-11.824981,-15.523651,-21.241863,-19.72941,-4.5373826,-9.679015,-16.017344,-3.5132318,0.5597857,-12.570655,-14.165472,-6.268737,-1.0163809,-6.6110945,-14.626411,-5.067887,6.29956,-3.7875974,-8.976443,-14.380019,-9.807398,6.76139,-3.9361386,-13.098516,-11.162599,-2.6350663,0.81267464,-8.047744,-8.547845,-7.744258,-1.8947569,-4.083538,-9.489077,-6.0098987,happy,Mehak,Mehak_happy_002.wav
-199.51137,174.85623,-52.036877,12.805241,-9.735148,-11.876041,-7.7625914,-0.5432839,-16.05953,-11.307574,-3.992911,-20.207346,-11.654222,-6.9187126,-12.267708,-17.725431,-7.233702,-5.509112,-4.3808446,-3.6516783,-10.264311,-3.5682404,-1.1301368,-3.2708333,-5.643581,-7.238871,-6.5853477,-6.698865,-6.2727947,-2.3883061,-1.6851767,-3.8205256,-2.5941749,-2.669555,-3.9478943,-2.4247155,-1.0194391,-8.959654,-8.4527445,-3.3410003,happy,Mehak,Mehak_happy_003.wav
-163.62466,144.7589,-76.25557,34.2734,-27.936712,-22.901882,-27.977642,1.8164017,-4.8896904,-12.680878,-7.4945955,-13.756067,-21.534538,-6.5233803,-5.6052294,-29.438208,-1.8059266,-12.73647,-5.5667214,0.15678592,-13.225934,1.2852733,-2.5504122,-2.9201422,-2.3574624,1.315059,-1.7969897,-2.536171,-1.6445274,-1.5289645,-2.2193682,-6.2168,-3.6125588,-4.2260957,-1.2223709,-6.203711,-6.729982,-11.10421,-8.314798,-8.748136,happy,Mehak,Mehak_happy_004.wav
-197.14551,174.99416,-50.80249,31.653652,-18.3876,-27.51096,-36.16536,-10.984551,-12.392427,-19.170694,-3.1212628,-13.909212,-17.244295,-5.119343,-3.6448326,-21.189617,-11.412843,1.8510382,-8.75561,-8.439349,-5.619723,-6.806447,4.24143,-2.70424,-4.2763953,-2.5778685,-8.739066,-1.2498587,-4.390041,-1.9581147,-4.3979363,-5.949081,-3.550511,-7.6490664,-1.2110972,-3.6565533,-6.841052,-9.536075,-6.768009,-6.272822,happy,Mehak,Mehak_happy_005.wav
-113.75894,172.66635,-64.15155,16.36458,-19.955912,11.623706,-23.586847,-16.43942,-30.599277,-9.739375,-3.6543677,-22.103539,-19.342304,-20.47632,7.076975,-8.628211,-8.831872,-14.747271,-12.4739065,-4.316454,-6.5587473,-0.55733097,-5.704397,-5.4093394,-5.2014093,-0.20412163,-9.671534,-8.933721,-7.3209734,-6.9530196,-1.4911869,-4.00062,-3.6305234,-6.40914,-2.1246192,-3.904749,-2.9251952,-6.4356923,-6.2629714,-5.9761643,neutral,Mehak,Mehak_neutral_001.wav
-192.68301,181.64767,-40.431705,14.527915,3.325673,17.603468,-23.639465,-25.846128,-27.061392,4.418684,14.595002,-15.117795,-23.159302,-18.771864,4.0611534,-16.08689,-20.64084,-17.086819,-13.061232,-3.6358736,-4.0969944,-6.416848,-6.985386,-2.6721435,-7.964472,-2.1822526,-4.6837764,-7.36048,-6.3589106,-6.035541,-2.1420085,-0.99262303,0.8057429,-6.1720953,-6.3495135,-3.9511158,-1.7304468,-2.04704,-7.1745667,-7.7252784,neutral,Mehak,Mehak_neutral_002.wav
-170.79182,158.57362,-43.724907,24.565168,-8.201643,-0.5951487,-0.7340017,-6.2620363,-15.748786,-10.428568,1.0655383,-20.475275,-10.613423,-0.77061343,-18.795298,-22.421015,-8.806782,-7.009991,-6.0305276,-9.430142,-12.762589,-4.561475,-4.823988,-2.7193944,-3.933794,-8.178783,-5.453959,-5.473466,-0.5453092,-0.15634307,-0.87730914,0.89681625,-4.0352097,-1.5257516,0.5673439,-2.744625,-3.7274466,-8.360378,-9.756245,-5.596215,neutral,Mehak,Mehak_neutral_003.wav
-148.66719,161.12143,-47.314983,25.879232,-11.227714,1.9581716,0.8191925,-2.2157907,-16.666082,-13.971213,-4.0800614,-20.848555,-8.410259,-0.78369325,-16.1951,-26.690939,-8.942015,-4.1341376,-5.630613,-6.256118,-11.396125,-6.4099374,-5.009557,-1.3648211,-6.737608,-8.322825,-5.2051463,-6.6271124,-0.47857523,0.9023526,1.1363235,0.19507578,-2.519614,-4.0490513,-2.2570815,0.6153434,-3.3185716,-9.989446,-11.03097,-6.377937,neutral,Mehak,Mehak_neutral_004.wav
-131.12251,162.47041,-53.73932,31.000282,-19.696531,12.27845,-5.293065,-0.26451942,-16.468513,-12.727968,-1.6823049,-21.982088,-3.832208,-0.25329533,-16.114828,-27.234879,-6.7064266,-6.550805,-6.1309657,-4.9886446,-15.278164,-3.1154976,-4.84986,-2.1305099,-5.892858,-10.155181,-4.4801497,-6.780807,-1.0077871,0.51432407,3.4246733,1.0665281,-4.769604,-3.4468544,-3.2902248,-3.2541792,-2.854715,-9.748683,-11.175639,-5.548764,neutral,Mehak,Mehak_neutral_005.wav
-147.65031,197.3525,-52.152504,22.746582,-12.227741,9.838944,-6.2756042,-15.4466305,-19.702076,-8.728522,0.78374755,-24.903551,-14.612016,-4.0666184,-1.7766652,-13.518865,-10.020431,-3.703625,-8.1045,-11.93205,-15.473756,-4.571645,3.5742426,-2.1625335,-14.536234,-14.80582,-9.68769,-0.96562713,-3.4732854,-12.584711,-9.609167,-6.2705493,-2.1149516,-3.892187,-6.221576,-5.7567563,-3.1663036,-4.016559,-8.41124,-7.3665533,sad,Mehak,Mehak_sad_001.wav
-158.83199,188.26163,-43.61343,18.461329,-10.550498,2.9134724,-0.87744075,-17.386696,-21.867966,-6.3712325,0.6405747,-27.236635,-14.714941,-2.4313917,-6.8123903,-10.228016,-11.690997,-8.991261,-5.653373,-13.854725,-15.233437,0.06540417,7.157455,4.1011724,-10.388287,-12.4008255,-6.837936,-1.8632281,-1.1275448,-12.087292,-8.559567,-2.1438496,-3.4495537,-5.617064,-7.7676296,-7.3187394,-6.150153,-7.695809,-11.423195,-10.0285425,sad,Mehak,Mehak_sad_002.wav
-146.2322,180.2741,-46.511395,18.605993,-7.789113,3.556094,3.1107934,-4.3376555,-22.531515,-17.770166,-7.460262,-25.769365,-4.464581,-2.777658,-19.73498,-25.02268,-16.732449,-0.07428876,-2.200782,-8.23263,-14.270903,-12.98377,-2.9399216,-1.1659294,-5.532778,-3.744305,-7.0201373,-8.820379,-1.9777868,-0.036480393,3.6539657,1.1771463,1.2662646,1.6481797,-1.5212611,2.6654534,-0.43283227,-9.678331,-11.891096,-6.631267,sad,Mehak,Mehak_sad_003.wav
-163.08965,182.37128,-44.74536,18.438591,-8.805515,-3.09197,2.0133,-5.894359,-18.319881,-15.141254,-3.6233053,-21.756248,-5.8005195,-1.7027607,-19.436527,-23.794613,-15.9641285,-2.9506168,-1.7540959,-10.074472,-16.765507,-11.774307,-4.495758,-4.127127,-5.196059,-5.587757,-11.459603,-8.122657,2.0184646,5.53578,8.9069195,7.2614036,2.682215,-1.9779975,-2.350353,-0.43869388,-3.277137,-8.530346,-9.928104,-5.4536695,sad,Mehak,Mehak_sad_004.wav
-157.93861,182.90454,-41.597645,16.561493,-7.4113555,-2.968419,-1.997466,-6.7735972,-19.018429,-17.007717,-6.5933886,-21.809181,-3.8574786,-3.1984272,-19.342619,-20.374239,-15.267885,-4.8785253,-0.9933819,-10.462688,-16.319075,-7.630333,-3.8373747,-2.4295151,0.3358886,-1.5643505,-7.8513193,-4.3600183,2.1434736,0.60721797,2.9195774,1.2555045,-4.5118165,-5.717722,-3.50824,-2.7428102,-3.0670936,-8.033569,-13.137036,-7.5515957,sad,Mehak,Mehak_sad_005.wav
-227.07301,163.76012,-37.820972,32.89289,-2.7762272,-25.350443,-26.968548,-22.709,-19.863832,-6.643106,-2.2353525,-26.301125,-26.252275,-7.546186,-5.7084904,-8.746448,-1.9253862,-7.2723446,-3.7187786,-5.5828505,-9.512388,0.7141795,-1.5971754,-9.60381,-7.760625,-1.2801149,-3.6817622,1.4532377,-0.53250504,-7.8158746,-5.279826,-6.3120427,-5.4937015,-4.8318644,-3.6511333,-5.541037,-5.8372126,-7.3517575,-4.8737583,-1.1121005,surprised,Mehak,Mehak_surprised_001.wav
-179.60704,132.93283,-51.818584,27.770536,-9.358318,-21.335855,-30.911808,-7.772581,-18.076344,-25.18169,-6.4205737,-19.381752,-23.630266,-1.3214705,-0.08744765,-14.482057,-3.4469879,-3.2670543,1.8864717,2.4402487,1.5708655,5.431809,-4.3717413,-15.109366,-17.164917,-7.850208,-2.7274566,-0.1922157,-4.790128,-2.2468946,-2.785271,-11.184251,-9.712129,-6.895748,-1.238449,-1.1294813,-1.0983891,-5.2663026,-4.5092177,-1.9521381,surprised,Mehak,Mehak_surprised_002.wav
-231.79631,140.19328,-17.541458,29.440378,9.372491,-20.861818,-24.764427,-14.7707615,-26.042534,-15.771934,-5.1112804,-21.864765,-28.583714,-11.321692,-0.9040561,-10.01892,-10.851425,-8.766536,-2.9215226,-6.0371475,-4.561186,2.1007414,-3.6025407,-8.848079,-6.364088,-0.69678104,-1.9205825,-1.7993333,-5.083023,-3.7396364,-0.012790869,-4.564806,-6.298509,-7.035185,-5.641814,-6.0048637,-3.4687467,-4.4762855,-4.7405953,-2.218738,surprised,Mehak,Mehak_surprised_003.wav
-240.64479,137.20229,-31.892458,26.983488,5.346207,-14.491112,-28.702822,-16.433907,-25.615808,-14.656374,0.03498054,-14.824767,-29.873224,-10.02473,3.9682748,-14.969291,-7.1520667,-5.6049185,-2.8841553,-1.6257933,-4.5256767,-4.134374,-8.662548,-10.471622,-9.322307,-3.4662607,-3.196769,-0.22875595,-5.4789624,-5.311636,-2.3475924,-6.150232,-4.814615,-5.5423384,-0.5466667,-2.5362022,-1.4455581,-2.6013606,-5.8421674,-2.9655983,surprised,Mehak,Mehak_surprised_004.wav
-196.34119,148.12447,-58.333405,14.465514,-13.048216,-17.96313,-35.434437,-13.340614,-19.751022,-6.089904,-10.569369,-23.306196,-18.278933,-20.985231,-2.8464224,-7.7214336,-1.8070111,0.62064064,-1.4181182,-2.2747812,-11.150061,0.06366652,2.238281,-11.01761,-7.7955317,-5.807967,-8.066654,0.25165254,-5.5586658,-9.9096155,-5.544638,-2.502986,-4.9622917,-10.218761,-7.130447,-5.78059,-1.3379046,-4.654713,-1.3601528,-1.4567797,surprised,Mehak,Mehak_surprised_005.wav
-156.97655,192.28638,-43.48507,14.454055,-2.1161602,-10.430333,-15.2127075,-15.276254,-18.544992,-19.889559,-16.44149,-23.723103,-14.526907,-7.188954,-7.052214,-16.274101,-11.455078,-8.402384,-13.03886,-8.302964,-7.138745,-3.6065152,-5.705427,-5.85693,-4.468743,-8.215336,-5.501573,-4.470701,-5.0936294,-1.6797442,-2.1494548,-6.268952,-5.4215083,-3.0576544,-1.8272567,0.6550221,-1.5083228,-3.6219797,-0.90672886,-0.54274124,angry,Millee,Millee_angry_001.wav
-165.81485,191.58754,-41.514744,16.116196,-3.7689278,-11.468598,-17.149418,-14.680823,-18.313377,-18.794094,-16.534245,-23.795435,-15.893295,-8.527571,-5.974032,-18.205091,-11.598606,-8.329537,-14.099717,-8.562598,-8.432384,-4.5786834,-6.696774,-6.273414,-6.358535,-7.800418,-1.9939175,-3.4369023,-4.5207763,-2.9857762,-3.3248649,-5.009397,-5.4452667,-3.7284377,-0.96468127,1.7109832,-0.73112833,-3.5760934,-2.1956818,-1.4504825,angry,Millee,Millee_angry_002.wav
-167.1523,189.76413,-41.93707,17.204817,-2.4664702,-11.154236,-15.255894,-13.58719,-18.069313,-16.980019,-14.94503,-22.89827,-15.806275,-9.696049,-8.503009,-15.975076,-10.058231,-8.327617,-13.839404,-7.3469524,-7.890411,-7.508455,-3.7800665,-6.1670175,-6.4123273,-7.453438,-5.9292426,-2.6082282,-4.9176583,-2.48899,-2.6489813,-5.517704,-4.6858215,-3.5344734,-0.1553175,1.519668,-0.87210584,-4.640375,-2.4404821,-1.7344548,angry,Millee,Millee_angry_003.wav
-158.01875,191.58182,-50.153194,8.772935,-9.651475,-3.576409,-20.642757,-11.200034,-18.104143,-15.335126,-19.963264,-22.62485,-10.567046,-10.780501,-4.1111264,-18.561413,-12.65534,-9.177118,-15.922776,-8.693907,-7.4317403,-8.010879,-4.975432,-6.293532,-6.5243945,-4.280351,-7.266196,-3.6624649,-1.9490947,-2.8772914,-0.76823425,-3.573823,-2.1908624,-1.4088026,-3.4821756,-1.8449149,-4.242011,-4.093514,0.26063135,-2.5400984,angry,Millee,Millee_angry_004.wav
-140.53807,191.76639,-54.55851,14.356995,-12.305998,-2.248987,-17.943686,-15.963818,-15.581284,-18.54943,-19.715092,-19.473597,-14.66636,-10.450704,-2.1651976,-21.140846,-12.236042,-8.052564,-13.423205,-6.5595794,-11.984818,-6.918785,-3.2441165,-5.945028,-5.795411,-6.338916,-5.397179,-3.4079566,-2.5043676,-1.4771968,-0.2778076,-4.352939,-5.1562757,-2.2351077,-1.406078,0.081363335,-1.675969,-1.779712,-2.6328516,-3.8518002,angry,Millee,Millee_angry_005.wav
-152.1719,191.9913,-47.51239,14.498753,-4.6846,-7.566766,-14.242752,-14.9433155,-18.11547,-17.490929,-16.703783,-21.132936,-11.4981785,-6.97917,-5.1944284,-16.327032,-13.256538,-9.370981,-14.532165,-10.164733,-7.026283,-5.6748695,-4.977234,-4.765894,-4.2753015,-3.2574518,-4.798366,-3.7293475,-3.3632553,-2.5219758,-1.3430705,-4.3973513,-3.503618,-4.3562593,-2.9456468,0.47216627,-2.7261653,-6.747136,-3.4780464,-3.093471,calm,Millee,Millee_calm_001.wav
-147.89067,186.48175,-44.328827,11.903326,-3.028539,-11.423564,-14.642292,-13.521469,-17.47162,-19.366587,-15.941502,-21.948929,-15.49225,-8.256488,-5.700916,-15.327677,-13.879359,-8.548026,-12.169674,-11.854366,-7.6573997,-5.0402355,-4.458332,-4.01043,-6.050681,-4.1240525,-4.3937516,-4.0181,-4.036143,-3.8754878,-1.9691125,-5.4673204,-5.4288282,-3.4277904,-2.179547,-2.1013618,-2.6695547,-3.6458774,-3.7803755,-1.2215545,calm,Millee,Millee_calm_002.wav
-173.02309,190.39163,-46.01095,15.329318,-3.115392,-10.164956,-17.557428,-14.188451,-20.807695,-18.344168,-14.575416,-23.085382,-17.72053,-8.414702,-5.2323747,-15.971782,-10.459001,-8.900938,-11.480632,-10.760849,-7.584813,-4.4827576,-6.114188,-3.9934373,-6.337408,-4.2880044,-5.724836,-4.143906,-3.4016545,-4.2705154,-3.00902,-6.7124405,-3.231645,-2.699945,-1.0399593,-1.4732733,-2.6800292,-4.510637,-4.2776804,-0.24705529,calm,Millee,Millee_calm_003.wav
-165.08563,182.7793,-43.66065,12.679201,-6.4519634,-5.8003836,-20.102728,-6.015616,-20.576279,-12.22234,-14.765602,-23.925419,-11.925597,-10.5042305,-5.5269756,-18.195583,-9.855526,-8.005708,-10.300294,-7.3537774,-7.808676,-4.9471254,-4.2372084,-4.1452894,-6.7246456,-4.416383,-5.5301,-3.5316975,-4.3644814,-2.9487228,-2.6744578,-6.086911,-2.6865463,-3.3039014,-0.34155673,0.67107314,-1.0205394,-5.63253,-1.8704959,-0.6513704,calm,Millee,Millee_calm_004.wav
-148.73105,190.76633,-46.423065,18.964563,-8.488333,-8.591557,-24.278791,-11.228126,-17.795084,-16.095984,-14.156217,-27.241564,-12.902931,-9.458157,-6.50222,-16.761267,-10.456079,-9.160443,-14.7416315,-8.879445,-9.432435,-3.4901438,-3.9124968,-4.431633,-6.103862,-7.292654,-3.8960671,-4.6936893,-2.5916011,-2.672268,-4.551283,-4.981572,-4.6933656,-3.5828187,-2.2675781,-0.6814178,-2.4156098,-4.2902293,-0.29546174,-0.44711366,calm,Millee,Millee_calm_005.wav
-160.94536,194.65984,-52.680958,16.940407,-9.539286,-2.767082,-25.92074,-8.869093,-18.668158,-15.013029,-17.864649,-24.169886,-10.944993,-12.683356,-1.9073129,-16.945946,-12.641085,-8.877027,-16.759752,-12.288238,-9.186063,-4.19248,-4.00236,-3.204447,-2.2682657,-4.101368,-6.7148557,-6.1159635,-5.322613,-3.7893977,-3.1091552,-2.9607093,-3.7643013,-3.8240929,-1.534289,-3.4935806,-1.6203783,-4.776969,-2.5807793,-1.8064239,disgust,Millee,Millee_disgust_001.wav
-160.54065,182.16797,-42.972336,11.579657,-6.648918,-1.9919552,-25.718582,-10.795912,-18.449396,-19.345,-17.376808,-22.452572,-13.591547,-9.4944935,-1.2196231,-17.841484,-12.818648,-7.98092,-15.883946,-9.952556,-8.906324,-5.8159866,-2.6586916,-5.7945666,-4.3392,-3.6946228,-7.218039,-5.7962112,-4.0904846,-3.2849083,-2.8288958,-3.6628988,-5.700637,-3.7401626,-1.8315185,-3.8820915,-2.30314,-5.161749,-2.9032166,-2.7970479,disgust,Millee,Millee_disgust_002.wav
-153.1459,183.64296,-46.21706,15.750749,-6.349286,-2.7821963,-26.027864,-10.345908,-20.520424,-18.955868,-13.866129,-21.52894,-15.009462,-10.667092,2.2879415,-15.377895,-12.090451,-8.155783,-16.08204,-10.585699,-9.844851,-3.0448327,-4.2504334,-8.7869835,-5.131049,-5.9271927,-5.9552493,-3.1020765,-4.277276,-2.7418427,-3.485439,-4.7177887,-5.211952,-5.2878213,-1.3830341,-3.1739926,-2.870954,-5.022237,-2.957164,-3.173351,disgust,Millee,Millee_disgust_003.wav
-154.34428,183.43983,-45.256664,14.740854,-3.868096,-10.66131,-22.522896,-11.62627,-20.628029,-9.57016,-17.854187,-25.878376,-13.19893,-9.292132,-3.7972429,-14.478141,-9.501494,-11.423446,-14.807026,-11.013986,-6.5282307,-1.989507,-4.0138206,-6.3007326,-4.994094,-2.924962,-5.311498,0.092881024,-4.5766935,-5.033481,-2.1631358,-7.9025,-3.4099095,-1.6406927,-3.9832473,-6.8420267,-1.5758576,-6.0467978,-5.055745,0.5431787,disgust,Millee,Millee_disgust_004.wav
-176.1728,188.82687,-44.70939,11.024326,-4.52824,-1.994739,-28.27058,-12.176853,-19.887327,-15.127601,-17.224308,-24.719254,-16.548433,-10.2438755,-3.5284262,-16.954025,-11.243732,-10.024461,-14.08344,-11.754566,-7.456041,-3.8335562,-4.6797585,-5.5496845,-5.008929,-0.83427334,-5.334939,0.2741408,-2.4418995,-5.324177,-3.0499468,-7.412584,-1.7922927,-3.5782173,-1.6466777,-3.2570963,-2.796756,-6.2301064,-4.1252007,-2.1795976,disgust,Millee,Millee_disgust_005.wav
-161.59596,183.14337,-37.74548,5.2280984,0.5212238,-7.007606,-17.874702,-15.127169,-16.896664,-15.527007,-16.928345,-25.91753,-16.89031,-7.635657,-6.4754024,-17.579613,-17.661938,-8.741329,-12.0137825,-13.868782,-6.4404063,-5.7587447,-3.3473403,-3.0817287,-3.6498632,-3.4138615,-5.0909677,1.0476718,-4.0321727,-3.6397693,-0.58359176,-4.497744,-2.624139,-4.0565615,-2.8537123,-2.0101676,-3.0490851,-4.9913607,-3.334034,-1.1886672,fearful,Millee,Millee_fearful_001.wav
-153.43887,179.04927,-34.16852,9.900625,5.7445993,-11.378504,-18.988958,-13.037634,-16.028877,-14.619884,-18.242176,-24.208826,-16.402664,-9.887769,-7.0053954,-14.7864895,-14.81392,-11.432479,-11.973084,-11.330056,-7.1774287,-3.8858318,-2.887895,-3.7343664,-2.3719802,-2.4513795,-4.281588,0.32667628,-2.8569562,-3.1479619,-2.5710037,-4.516616,-3.5704367,-5.082823,-0.9906827,-1.039922,-3.932948,-4.798576,-2.720209,-3.2927964,fearful,Millee,Millee_fearful_002.wav
-166.65097,180.96944,-37.429863,11.308933,1.8301178,-12.055091,-17.79882,-16.655476,-19.52634,-13.678134,-16.564018,-24.341478,-15.275967,-10.158448,-8.243661,-15.706603,-14.07192,-10.022725,-12.664786,-11.372748,-8.205462,-4.657189,-1.0444275,-2.3606927,-4.1712637,-2.5883598,-3.7236726,-1.6668552,-2.8765821,-3.0079906,-1.9897428,-4.263068,-4.221892,-4.0755424,-1.7541327,-2.0459893,-2.8222454,-4.889124,-3.5293417,-3.2548807,fearful,Millee,Millee_fearful_003.wav
-161.92744,184.79756,-37.326263,10.04293,1.8278683,-10.225463,-20.60103,-10.531455,-21.742529,-19.9735,-15.833261,-21.32026,-14.777428,-11.504284,-3.7216277,-19.999289,-12.520762,-9.565704,-14.476625,-7.250606,-9.353644,-0.0061929044,-3.876734,-5.412103,-3.7696242,-5.8212175,-1.7655392,-3.797482,-4.420911,-2.249685,-1.9117103,-4.927744,-3.4475281,-3.6364481,-3.9699042,-1.1183746,-4.371453,-4.151775,-3.8759964,-3.3084173,fearful,Millee,Millee_fearful_004.wav
-157.8484,183.07616,-33.47407,8.657235,-0.5596398,-8.0884905,-24.820154,-12.213024,-20.465044,-17.057571,-14.624159,-23.887856,-18.62875,-9.034764,-7.422328,-16.444126,-11.785627,-10.959576,-13.334458,-13.8451185,-5.860128,-4.526405,-5.3752522,-3.6158202,-3.6682441,0.64686936,-1.998148,-0.5229282,-1.5600234,-1.8893328,-2.5696094,-4.9236207,-3.7463484,-4.5857935,-1.5244713,-4.2232704,-3.5641556,-4.959152,-4.476838,-1.9823322,fearful,Millee,Millee_fearful_005.wav
-186.00261,178.31226,-29.56145,5.8026156,-3.7638242,-15.801538,-26.163778,-8.690715,-24.685543,-20.015635,-19.40981,-18.942862,-12.075092,-12.185911,-5.252908,-22.929024,-9.822574,-4.7872324,-8.276821,-10.564272,-18.842762,-10.195797,-7.8085093,-2.7716086,-2.9150076,-3.9575627,-3.3331635,-2.2717173,-1.798402,-2.4973338,-2.323816,-7.1739097,-7.1305003,-7.0697436,-3.556101,0.7517154,-1.4544948,-5.6147137,-3.9066913,-2.5395138,happy,Millee,Millee_happy_001.wav
-176.54672,186.41847,-43.23019,17.70557,-4.78852,-11.56928,-24.838749,-9.080283,-21.258905,-15.717996,-11.591122,-25.466103,-17.046627,-9.722486,-4.200883,-15.162592,-10.145353,-8.737098,-12.672206,-11.28248,-6.8525963,-5.587263,-3.6044612,-0.887989,-7.9200206,-4.774825,-6.3170543,-2.9401362,-2.2675185,-2.9593077,-0.13106325,-3.3064594,-1.8923459,-3.947892,-0.9197919,-2.1944435,-2.773986,-5.128095,-3.72558,0.3214773,happy,Millee,Millee_happy_002.wav
-163.35133,193.24382,-44.650307,18.63218,-5.95829,-13.861855,-23.045097,-13.628812,-19.457045,-17.356909,-10.964579,-24.456327,-14.3440075,-5.71044,-6.597816,-14.311558,-8.939562,-9.004198,-14.02,-11.81695,-7.6035466,-3.9926128,-3.6241863,-4.6509657,-6.2888083,-4.6737256,-7.522146,-6.9390235,-6.3393674,-1.653972,-1.276112,-6.08847,-2.6472576,-3.5168285,-1.4238394,0.16125764,-2.0375338,-4.0902457,-2.1792126,-0.34878755,happy,Millee,Millee_happy_003.wav
-161.92412,199.02417,-53.484135,13.501914,-13.707113,-6.6206117,-20.637579,-9.734414,-19.480534,-21.186258,-15.374232,-24.481985,-14.937846,-6.8165584,-4.233816,-18.425568,-9.78095,-10.551799,-12.05107,-9.001931,-9.843824,-5.259763,-6.9652834,-3.7115228,-7.1000457,-5.0453157,-6.980958,-5.7803836,-5.3645215,-4.0357547,1.3247384,-4.296396,0.21784219,-1.971078,-2.7657251,-1.1698208,-3.0929673,-4.296609,-3.5574212,-0.26501533,happy,Millee,Millee_happy_004.wav
-165.32986,185.95114,-42.525276,10.506671,-6.3439617,-11.643082,-22.111382,-11.38027,-21.263653,-19.923824,-13.709079,-26.827906,-13.565315,-9.899588,-8.150291,-14.5349045,-11.412181,-6.757875,-11.41983,-7.883446,-4.8329926,-5.219015,-4.649398,-2.120337,-7.4428635,-5.2705207,-3.892291,-4.981143,-3.687757,-4.872228,-3.9050312,-6.299349,-3.6532166,-2.1154368,-2.6018467,-0.95980114,-3.168238,-4.488035,-1.8280823,-1.4829078,happy,Millee,Millee_happy_005.wav
-148.26569,186.08557,-48.392067,6.0969653,-2.393334,-12.555799,-15.837479,-17.843332,-17.521437,-15.519081,-14.387162,-20.792181,-11.894253,-8.779145,-5.816161,-11.737715,-11.88334,-7.2673626,-13.564865,-11.346377,-7.3682003,-4.1400723,-3.44212,-2.9352357,-2.8659494,-3.6711147,-2.507817,-3.9856055,-4.135229,-3.3058321,-3.6215189,-5.1970773,-4.8626657,-3.8809168,-3.168746,-1.7537407,-4.8171105,-4.733047,-2.7587757,-2.717679,neutral,Millee,Millee_neutral_001.wav
-172.09169,195.04793,-46.068462,10.2595,-2.345231,-11.461846,-17.792215,-14.440525,-17.289711,-17.673937,-13.531157,-22.034082,-14.871563,-7.6114464,-6.448753,-14.0149975,-10.109381,-9.70657,-13.071356,-11.041545,-8.123455,-4.549286,-7.3132033,-5.2267113,-5.505396,-5.3295274,-5.290737,-4.024842,-1.8590388,-1.7523179,-1.2794642,-4.185809,-3.9097834,-4.3566213,-3.3693237,-3.0975947,-3.9604895,-3.914591,-4.77724,-1.6362339,neutral,Millee,Millee_neutral_002.wav
-159.18636,202.72989,-50.919945,17.63471,-11.853984,-5.6351643,-20.228218,-14.457783,-17.72855,-17.614784,-14.823663,-24.037338,-12.094065,-7.7508197,-3.6288095,-18.246244,-13.063855,-9.07642,-16.198412,-10.454234,-10.116215,-5.4612937,-2.5289295,-5.357946,-5.740517,-2.8595147,-6.3987217,-4.827991,-4.5506234,-3.9146957,-1.5770311,-4.743154,-1.6284403,-3.266277,-2.4315233,-2.3323479,-4.1596155,-4.5417533,-3.39069,-1.121884,neutral,Millee,Millee_neutral_003.wav
-171.57079,193.38846,-44.974022,14.400897,-5.1737986,-6.953207,-20.761448,-11.675964,-18.625135,-17.92997,-17.611431,-25.239574,-11.166857,-11.780659,-4.652149,-15.582182,-11.927237,-8.647708,-15.692107,-9.807381,-10.234973,-5.312678,-7.3689694,-5.7188077,-5.490436,-6.0650597,-3.047483,-4.0208235,-2.5531008,-2.9349544,0.021088336,-4.4697204,-4.238776,-2.2506073,-4.4830146,-1.1324265,-3.809978,-3.3568854,-2.8478806,-1.510408,neutral,Millee,Millee_neutral_004.wav
-147.21072,196.70338,-48.92758,15.532252,-6.732967,-7.31503,-18.88457,-11.367695,-17.807104,-19.247076,-15.365069,-26.003086,-11.867636,-8.338086,-4.4160256,-15.962347,-13.381912,-8.749976,-13.999923,-9.400957,-12.628228,-5.3094277,-5.1608105,-8.015271,-5.541703,-4.9525576,-3.6389153,-5.0135827,-4.380898,-3.7959528,-2.1530468,-5.8233204,-5.0471087,-1.7733724,-3.6178305,0.021288993,-1.5666698,-4.8260565,-3.2372992,-1.9753696,neutral,Millee,Millee_neutral_005.wav
